cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
2345	-1.1033801855468595	-0.20341462810119593	-0.7970733396611175	-1.1820268080377938	0.17165406096980396	0.5945005183083042	-0.07859919364282601	0.7521625380414779	0.7584486611392839	0.21096327873577703	-0.6825706070448052	0.44940115189819574	244.197	212.24	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	26.3	213	0	0	2	4	16	0	0	80	2	-0.45722281014698424	0.3379551839851818	0.3379551839851818	0.45722281014698424	-2.0899999999999994	111.35309488591857	2	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9847775096131587	0.5727533007515888	0.0026480874824867722	0.17381960925081258	0.965964240485074	0.25028123723038287	3.252468711312465	3.0436000000000014	62.00350000000004	16	199.049	277.68055446203863	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	207.681	8.633	0.958
2355	-0.33024587196250105	1.3991887240019674	1.1427089694990389	0.43835462437293954	-0.5782961760158657	-0.6804056760921402	0.8266760808992725	-0.3154772601160115	0.38112025484058526	0.14066420977525174	0.0163392292321586	0.2010590213068335	211.162	216.19	COC1=C2C=CC(=O)OC2=CC3=C1C=CO3	48.7	325	0	0	4	1	16	0	0	80	4	-0.4952097058035285	0.3356971075196221	0.3356971075196221	0.4952097058035285	-2.2299999999999995	101.27365171634297	3	0	0	2	4	0	0	0	0	0	3	1	2	0	0	0	0.08333333333333333	0.9527109666513924	0.3612984235371424	0.0013964060794743663	0.303877959092412	0.7119544063973648	0.04913478155821308	2.796810392185427	2.5478000000000005	58.80800000000002	16	176.686	233.42551263963003	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	184.619	7.932	0.957
3102	-0.7061214569614098	-0.1247387101111127	-0.7219590698756386	-1.1865862565195906	-0.2248865748824683	0.5341944126072213	-0.4222662181815606	-0.05075263575384322	0.5000786929541612	0.035310426688009225	-0.26125973708130296	0.2656694569511902	208.478	182.22	C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	17.1	165	0	0	1	2	14	0	0	68	1	-0.2886159649049109	0.1925196653354077	0.1925196653354077	0.2886159649049109	-1.8899999999999997	97.06466654167946	2	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9819321957624512	0.5368101047070498	0.0030989053136394294	0.189233091517132	0.8546220914192776	0.10003381981711672	2.8588674491479393	2.917600000000001	56.31650000000003	14	173.423	234.9043265674641	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.931	5.508	0.969
3197	0.6434022113228292	-0.9506870321823483	1.2232790244510594	-1.9847834662788066	-0.34454715145726217	1.667950174541043	0.4539953506299079	0.9989435822629709	3.299235482263379	5.735555468217552	9.887081930067984	-3.7444893682149876	1119.655	1101.3	CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C	352.0	2200	0	4	18	7	77	9	0	412	26	-0.4613881685962759	0.32869628809853113	0.32869628809853113	0.4613881685962759	-7.480000000000001	542.9693834747628	6	8	2	4	24	4	0	2	0	2	4	2	2	0	2	2	0.49019607843137253	0.9736208741991877	0.4658679177541158	8.146265280341414e-05	0.22817185041895413	0.8828902190006971	0.1867074535527869	6.747297677484222	0.6353000000000106	284.3807999999999	77	959.888	1224.8840101124424	10	10	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	8	6	0	0	0	0	1090.785	130.897	0.880
3314	-0.35885216095716166	0.7259081815833031	-0.8728638168131878	2.1766749832223917	0.3851333895292074	-0.1978524625740771	0.5642205381856368	0.739071333060463	-0.09637743047418112	0.3593344970711312	-0.1837314304790227	-0.5089987370104684	205.701	164.2	COC1=C(C=CC(=C1)CC=C)O	29.5	145	0	1	2	3	12	0	0	64	2	-0.5042546024667084	0.2932937416067047	0.2932937416067047	0.5042546024667084	-1.4400000000000002	89.055663786743	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0.2	0.9608894225497686	0.39014268068551894	0.002443660965325405	0.2769323340312075	0.7757498172911522	0.1429424566174381	2.6767482119413026	2.1293	48.559800000000024	12	161.171	233.45105863046447	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	169.624	8.453	0.950
3469	0.28272663578632573	0.5953862314978489	-0.8787952797359261	-0.47082853804680364	1.057146974428935	0.048635566901369526	-0.9660782374814745	-0.3147077772944858	0.13227069998410282	0.238890492840476	-0.3022122189653478	-0.10205514768860581	166.506	154.12	C1=CC(=C(C=C1O)C(=O)O)O	77.8	157	0	3	4	1	11	0	0	58	4	-0.5079347947605579	0.33911025159610136	0.33911025159610136	0.5079347947605579	-1.7099999999999997	71.03040236591397	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.0	0.9479339623196069	0.34875164636818073	0.0025406778068736893	0.3184669575969381	0.6818986883120193	0.0028670437197289254	2.3386311377124995	0.7959999999999998	36.730900000000005	11	127.923	177.49468082807812	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	132.640	4.717	0.964
3830	0.20666603718348617	0.2201105172119374	-1.2272114657784459	-0.8470683581454606	-0.9462920781410508	0.15810007360805797	1.115654164306311	0.3642696958565524	0.41217036907516763	-0.25705729101040725	0.6083551697206923	-0.32925022012326544	227.512	215.21	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	79.6	239	0	2	5	3	16	0	0	80	6	-0.4674773222118137	0.18224874143013195	0.18224874143013195	0.4674773222118137	-2.3700000000000006	103.5082475492185	3	0	0	3	6	2	0	0	0	0	3	0	3	0	0	0	0.1	0.9885963362088311	0.6161667604580374	0.0024308946824707998	0.15058978728478215	0.8508449604427629	0.015790838268425384	3.287477778687619	1.5579999999999996	57.71840000000001	16	180.535	243.5266059111881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.331	5.796	0.969
4114	-0.3318199168412063	1.1720167835072846	0.9947905148130889	0.5875720944573389	-0.5643937755932358	-0.37958044808899455	0.6855208949578308	-0.08983798728289041	0.29655035820412484	0.14468401152812557	-0.04504000457734012	0.058989021735623086	217.339	216.19	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	48.7	325	0	0	4	1	16	0	0	80	4	-0.48967879538466075	0.3358255779446716	0.3358255779446716	0.48967879538466075	-2.23	101.27365171634298	3	0	0	2	4	0	0	0	0	0	3	1	2	0	0	0	0.08333333333333333	0.9561926158094591	0.37450537023406505	0.0015174582215336779	0.2927382473669339	0.7257700399417244	0.04622885717244165	2.761734170899677	2.5478000000000005	58.80800000000002	16	177.606	237.20816348866788	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	185.290	7.684	0.959
4133	-0.7772546622893397	0.17585565243287266	-0.16529809533475964	0.007557578915726129	0.634813316572592	0.3695401083944282	-0.5765968902305127	0.2966332076466934	0.7360635119224725	0.2778775835549437	-0.36629165504363764	0.22664785614318037	171.148	152.15	COC(=O)C1=CC=CC=C1O	46.5	144	0	1	3	2	11	0	0	58	3	-0.5070528008609642	0.3411321188257538	0.3411321188257538	0.5070528008609642	-1.51	75.55702268950655	1	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0.125	0.9653304085253842	0.420538914681983	0.0034300716375483637	0.2610310371894779	0.7428640144699039	0.029852599010082945	2.3374639853749524	1.1787999999999998	39.446300000000015	11	136.413	194.40519328284742	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	141.222	4.809	0.966
4175	0.7205111098116195	-1.6257888100336775	1.5070161280053542	-0.3114654448855789	-0.07887943151610352	-0.05139214479081935	0.18978375310789075	1.1722082188522205	-0.03211699520677727	0.9660943352609848	-0.3000301592496268	0.523630946396826	466.178	388.5	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CCCC(=O)O3)C	52.6	635	0	0	4	7	28	7	0	156	4	-0.46236333845849953	0.3084308049809095	0.3084308049809095	0.46236333845849953	-1.58	219.86529279913773	3	0	0	1	4	0	0	3	2	1	0	0	0	0	1	1	0.75	0.9164237359101388	0.23374641600612817	0.0003353053435105755	0.40020936553322217	0.765525508871118	0.2533077810982093	3.9873217397682956	5.224700000000006	109.44800000000006	28	387.705	543.5819646786535	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	6	0	0	0	0	430.731	43.025	0.900
4477	0.06170552902487899	0.5494337194854987	-1.0901959574071125	-0.6855921999218623	0.7617841268617945	0.3601451035409715	-0.5565291064061588	-0.39713676588584396	0.42546252185049727	0.029380962531009035	-0.40011956830933554	-0.754709430787461	286.938	327.12	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	95.2	404	0	2	4	2	21	0	0	108	8	-0.5071197044152095	0.29313070802271574	0.29313070802271574	0.5071197044152095	-2.3099999999999996	140.0030565437766	2	1	0	0	6	2	0	0	0	0	2	2	0	0	0	0	0.0	0.9901475669222174	0.638739869773099	0.0010606067995375082	0.14002783908213795	0.8599721632048172	3.8990846169054884e-09	4.207288177059712	3.859500000000001	79.17640000000002	21	243.763	292.7676090605134	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	253.545	9.783	0.961
4534	0.7746261236871708	0.5093555238910048	-1.33554670017945	0.4945834966497129	0.3411917447775954	-0.22040750106750548	0.16084140752131448	0.03210226253063351	-0.07394315188760531	0.6737599560149632	-0.34631998325919944	-0.6555573296683154	347.685	302.4	CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O	80.9	303	0	4	4	5	22	2	0	118	4	-0.5042598931275362	0.293293782812076	0.293293782812076	0.5042598931275362	-2.36	161.11111705692548	2	0	0	0	4	4	0	0	0	0	2	2	0	0	0	0	0.3333333333333333	0.9961402151743174	0.7599746435880314	0.0016924761935838773	0.0877762593897942	0.9476025875614967	0.11877828603541009	4.633419057196604	3.5664000000000033	85.27920000000002	22	287.043	387.2319241598637	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.577	18.534	0.939
4592	0.18027108295976377	-0.18392211162335803	-1.5089668941068795	-0.449162402401542	-0.47806341454997003	0.16002895973454243	0.9989268207805287	0.6387459617219418	0.6021233745982774	0.31102106018762843	0.3293044113494071	-0.24824266572618256	331.696	298.34	CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3	87.9	338	0	3	6	6	22	0	0	114	7	-0.39454403524175874	0.22636583155932258	0.22636583155932258	0.39454403524175874	-2.6699999999999995	153.09421681036838	3	0	0	2	7	3	0	0	0	0	3	1	2	0	0	0	0.26666666666666666	0.976785748790995	0.49018539318503723	0.0008568194539925047	0.21421858219775214	0.8463744638013989	0.13916615932909762	3.9904892230125872	1.3795999999999997	85.64820000000003	22	269.720	387.9540352339634	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0	286.227	16.507	0.942
4684	0.6467227000519433	0.6024517944709107	-1.442029357893501	-0.10799072600378151	-0.30992563526075906	0.23916375852199226	-0.10616588012822809	-0.35393090814993683	-0.12072104814756045	-0.1953577462121981	-0.2819912657684707	-0.42811363914396766	136.928	128.55	C1=CC(=CC=C1O)Cl	20.2	66	0	1	1	0	8	0	0	42	2	-0.5079651858460357	0.2930920867052697	0.2930920867052697	0.5079651858460357	-0.69	59.64042585754097	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.9906896640048896	0.6470660018760848	0.010226420428399137	0.13613959612794135	0.8660443674577867	0.022023999545920256	2.200915950381415	2.0456000000000008	33.1168	8	105.936	144.89077628599313	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.263	3.327	0.970
4685	0.01872412643142434	0.1619985364170291	-1.1559450563592522	-0.3079749180816684	-1.0794825507411694	0.4026978739617481	0.33005965390440034	-0.380355792397855	-0.0019162286721095352	-0.266845874892483	-0.2313527910771926	-0.33217168940284125	138.045	147.0	C1=CC(=CC=C1Cl)Cl	0.0	54	0	0	0	0	8	0	0	42	2	-0.08434269778179436	0.06389332211241945	0.06389332211241945	0.08434269778179436	-0.20000000000000007	63.65781757393158	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.9944146626891988	0.7167872503423791	0.010039752576865285	0.10554372851442692	0.8944562715011678	5.567242865164623e-11	2.396278325253244	2.9934000000000003	36.46200000000001	8	111.353	139.30795949403335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.938	3.585	0.969
4788	0.38332136729971533	0.7155361137761623	-1.331831894902279	-0.5672286756822534	1.4950570841076216	-0.11538117749217502	-0.7105781162672543	0.32181288962961035	-0.10277767432316633	0.4138161689949058	-0.48597019106024963	-0.015986411977848138	287.390	274.27	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	98.0	312	0	4	5	4	20	0	0	104	5	-0.5079666452403732	0.29313584637847967	0.29313584637847967	0.5079666452403732	-2.6900000000000004	134.9380488124369	2	0	0	0	5	4	0	0	0	0	2	2	0	0	0	0	0.13333333333333333	0.9934439204926893	0.6960147704321163	0.0018454975394029687	0.11432050050675674	0.9259066155233169	0.13428699835963318	4.040157751496765	2.3245000000000013	72.1947	20	239.672	325.88009272404474	1	1	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	251.215	11.543	0.954
4947	-0.1709697204273866	-0.02813951451462529	-0.4927599084792371	0.038353728938652	1.3446848718816036	-0.4424419885653319	-0.32427154861365165	0.5572728547804531	0.23706347650305057	0.52943156369921	-0.6852501038921325	-0.017599289983421834	239.269	212.2	CCCOC(=O)C1=CC(=C(C(=C1)O)O)O	87.0	206	0	3	5	4	15	0	0	82	5	-0.5041437396005058	0.337901122732036	0.337901122732036	0.5041437396005058	-1.91	103.66859693961752	1	0	0	0	5	3	0	0	0	0	1	1	0	0	0	0	0.3	0.9803170634742416	0.5228571287902518	0.0019252307763304368	0.19742962052650476	0.8205512490096946	0.07147217195648055	3.203871680984171	1.3702	52.00990000000003	15	187.110	267.0554991701338	1	1	0	3	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	197.030	9.919	0.950
5146	0.5354486918489916	0.3908957204439833	-1.568397423623436	-0.4075011427846997	-0.14777594705262015	0.15529413447624474	0.24361259890052742	0.30479324700254734	0.22241121214404158	-0.0465553966277516	-0.18088823754338282	0.012857130569958969	149.040	124.14	C1=CC=C(C(=C1)CO)O	40.5	83	0	2	2	1	9	0	0	48	2	-0.5075841090786101	0.293109958567467	0.293109958567467	0.5075841090786101	-1.02	64.79791725588258	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9259911400060656	0.2913004881202309	0.003183826009559915	0.37754524050803107	0.6313189908403198	0.06570956531788613	2.0614435071897015	0.8844999999999996	34.029599999999995	9	116.363	164.1122142182164	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	120.354	3.991	0.967
5564	0.06603396812747113	0.9598511319332593	-1.1659847853678036	0.5645190755267833	-0.2791580705813415	0.46177767794368907	0.20179245804372645	-0.2386781859341729	-0.129855933786334	-0.06609620108317615	-0.7278318730106256	-1.0577231323696348	259.793	289.5	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	29.5	252	0	1	2	2	17	0	0	88	5	-0.5042031316845323	0.2932949481651682	0.2932949481651682	0.5042031316845323	-1.0899999999999994	123.2275387472108	2	0	0	0	2	1	0	0	0	0	2	2	0	0	0	0	0.0	0.9901725173154909	0.6390823473748328	0.0014259454882521942	0.13985129943301763	0.8608187541192611	0.001936852418224359	3.861765056301128	5.144700000000002	69.65280000000001	17	213.210	256.1992613295751	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.989	8.779	0.960
5793	1.3845539174585284	-0.6179309804598605	-0.8412460068166436	-0.22934049244727198	0.046862598870404976	-0.42080063045009136	1.108472087429795	0.8280831903953573	-0.22678125440073513	-0.4660569633924512	0.11584387683815826	0.42478048820831643	191.937	180.16	C(C1C(C(C(C(O1)O)O)O)O)O	110.0	151	0	5	6	1	12	5	0	72	6	-0.3935665160029449	0.21346340981011272	0.21346340981011272	0.3935665160029449	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	1	0	1	0	0	0	0	1	1	1.0	0.839009331349934	0.11298111801360834	0.002041296787418998	0.544117029606441	0.8315937818066087	0.5380362574346104	2.2218452390767087	-3.2213999999999987	35.98599999999999	12	150.098	219.37268207157217	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	161.288	11.190	0.931
5959	0.0017589460244128213	-0.5743149722376298	-1.2564525773247037	-0.9663448340761183	0.6374920413559936	0.027974088898501986	0.23067773552848825	0.052048595846942845	0.5618746103243774	0.42306074414495726	-0.19084910458291074	0.028294608929789234	305.696	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	115.0	342	0	3	5	5	20	2	0	110	9	-0.3941232075520646	0.26894513302429984	0.26894513302429984	0.3941232075520646	-1.4099999999999997	140.9065168062935	1	1	0	0	7	3	0	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.9243773888590955	0.2572765215680328	0.0004996758639533069	0.3814792824860094	0.7392747188611634	0.23325854846275934	3.567495452582507	0.9089999999999998	72.5667	20	247.489	317.9641857687681	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	1	266.461	18.972	0.929
6032	1.6267099329745032	-0.9241697524688078	-0.28885799411418134	0.05863868534105401	0.26411197057742725	-0.10800533875790186	1.581833113290519	1.4966808395107822	-0.22829375965860685	-0.9467395107919837	0.05881846396321716	0.7418401474038014	491.692	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	283.0	638	0	11	15	6	33	15	0	194	15	-0.3935672815104058	0.21084892981206776	0.21084892981206776	0.3935672815104058	-0.6	240.94923635427324	3	0	0	2	15	15	0	3	1	2	0	0	0	1	2	3	1.0	0.9842737041783284	0.565010156996886	0.0005369244804424833	0.1766501493434769	0.9466325433789927	0.22805471746887074	4.676466039374616	-7.291399999999999	107.79220000000002	33	412.129	565.2961099699794	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	41	0	0	0	0	458.639	46.510	0.899
